Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_1_Slot1-16_1_3182.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_2_Slot1-16_1_3183.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_3_Slot1-16_1_3184.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_4_Slot1-16_1_3185.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_1_Slot1-17_1_3187.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_2_Slot1-17_1_3188.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_3_Slot1-17_1_3189.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_4_Slot1-17_1_3190.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_1_Slot1-18_1_3192.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_2_Slot1-18_1_3193.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_3_Slot1-18_1_3194.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_4_Slot1-18_1_3195.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_1_Slot1-19_1_3197.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_2_Slot1-19_1_3198.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_3_Slot1-19_1_3199.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_4_Slot1-19_1_3200.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_1_Slot1-20_1_3202.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_2_Slot1-20_1_3203.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_3_Slot1-20_1_3204.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_4_Slot1-20_1_3205.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_1_Slot1-21_1_3207.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_2_Slot1-21_1_3208.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_3_Slot1-21_1_3209.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_4_Slot1-21_1_3210.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_1_Slot2-34_1_9883.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_2_Slot2-34_1_9884.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_3_Slot2-34_1_9885.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_4_Slot2-34_1_9886.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_1_Slot2-35_1_9888.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_2_Slot2-35_1_9889.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_3_Slot2-35_1_9890.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_4_Slot2-35_1_9891.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_1_Slot2-36_1_9893.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_2_Slot2-36_1_9894.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_3_Slot2-36_1_9895.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_4_Slot2-36_1_9896.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_1_Slot2-37_1_9898.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_2_Slot2-37_1_9899.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_3_Slot2-37_1_9900.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_4_Slot2-37_1_9901.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_1_Slot2-38_1_9903.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_2_Slot2-38_1_9904.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_3_Slot2-38_1_9905.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_4_Slot2-38_1_9906.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_1_Slot2-39_1_9908.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_2_Slot2-39_1_9909.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_3_Slot2-39_1_9910.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_4_Slot2-39_1_9911.d
A3KMH1	A3KMH1	VWA8_HUMAN	VWA8	von Willebrand factor A domain-containing protein 8	30573.8	29807.1	30670.2	30446.8	30602.9	30372.3	30154.9	30276	30464.8	30466.1	31379.3	31668.6	18932.4	19284.7	18717.1	18708.4	18618.3	19983.3	19882.5	19368.1	18796.5	19698.5	19660.8	20403	31203.2	30771.1	29809.9	30392.2	29960.1	30777.4	29516.2	30720.8	30173.5	30155.3	30267.1	30832.2	18043.5	18546.7	18530.6	17484.5	18818	18418.5	18975.2	18472.2	19447.1	19546.2	19233.1	18560.1
A3KN83	A3KN83	SBNO1_HUMAN	SBNO1	Protein strawberry notch homolog 1	44044.6	44889.3	45711.4	44491.4	43081.9	44418.3	41891.5	42896.1	43398.8	42141.8	44467.4	43235.9	57926.8	56803.7	56497.8	56045.6	58421.3	57803.9	56376.2	57066.4	59006.8	58720.4	59311.4	60788.9	46792.1	46327	45612.6	46650.3	46551.4	47637.8	47176.3	47391.1	45345.6	46534.9	46856.5	45398.4	63257.2	60952.4	63269	62704.6	60446.7	62245.3	59469.8	60447.6	64196.2	63259.8	62907.7	61862
A4D0V7	A4D0V7	CPED1_HUMAN	CPED1	Cadherin-like and PC-esterase domain-containing protein 1		6001.6											3719.38	4272.97	4562.47	4066.23	3701.36	3718.04	3653.71	4288.29	3887.8	3925.55	4249.69	3118.4													3121.37	3214.52	3182.62	3371.74	2901.34	2404.44	2725.25	2659.42	2982.16	2689.06	3358.5	2664.78
A4D126	A4D126	ISPD_HUMAN	CRPPA	D-ribitol-5-phosphate cytidylyltransferase													15583.1	15423.9	14027.4	14482	11939.7	13554.6	13814.2	13655.9	14583.6	12719.8	13672	15109									4764.74				16497.8	15157.9	15387.1	16347.6	14740.2	14544.5	13647.8	14692	15426.7	14914.8	14234.6	14118
A4D1E9	A4D1E9	GTPBA_HUMAN	GTPBP10	GTP-binding protein 10	42814.5	40990.9	42349.6	40539.8	40014.8	41617	39799	40248.4	40890.7	41383	41651.7	39762.5	26959.1	25956.4	26097.3	28334.5	26264.1	27851.2	26356.5	28480.1	28274.1	28434.7	27295.4	28223.6	44354.8	43848.3	46472.7	47316.2	46168.7	46651.6	47104.8	46274	44323.8	46073.8	46985.5	46568	30197.3	29957	30101.3	28956.1	28927.2	28847.8	28148.2	29167.7	29750.3	31240	30025.6	30122.8
A4D1P6	A4D1P6	WDR91_HUMAN	WDR91	WD repeat-containing protein 91	33619.2	31686.1	33358.1	35059.6	30323.7	31893.3	31833.9	32631.4	32970.6	33574.5	31960.8	32919.3	40851.8	41207.9	41216.3	42418	40125.7	40256.4	42783.3	41077	43062.7	42548.6	42626.8	42807.8	30649.3	32353.3	30390.9	30689.3	30491	30534.7	31491.6	32064.8	30807.5	31493.2	31014.9	31447.8	41160	40909.6	41087.1	39647.6	38610.2	42223.5	39506.5	38836.2	40925.4	41569.6	42845.2	39298.2
A4D2B0	A4D2B0	MBLC1_HUMAN	MBLAC1	Metallo-beta-lactamase domain-containing protein 1	8294.9	7671.03	8871.77	9778.63	9971.75	9427.25	10414.8	9733.25	10658.1	9944.92	10017.1	8466.66	7106.17	6258.52		6801.66	9391.48	7408.4	6004.9	6438.25	8137.58	8105.09	7943.23	6306.37	10135.6	10196.3	10071.5	8519.4	9206.43	9959.38	11114	9289.33	9386.17	9468.8	9755.67	10918.6	5596.19	5469.1	6131.94	5216.55	7798.82	6225.42	5992.61	5600.8	6519.52	5393.5	6053.94	6469.81
A5D8V6	A5D8V6	VP37C_HUMAN	VPS37C	Vacuolar protein sorting-associated protein 37C	23414.7	23358.7	23364.2	21566.8	17593.3	15447.2	22355.7	18244.7	18394.8	18973.3	17761.1	19319.2	20677.9	22206.6	22948.7	20805.3	28204.2	20712.7	25933.7	26219.5	23670.3	22496	24289.1	24115.1	22409	23893.2	19826.1	20261.5	22172.6	20841.1	23023.3	21833	23426	22348.4	23484.6	28407.6	20632.7	19880.6	20201.9	22440.3	20282.3	22180.8	21779.3	21327.5	19884.8	20705.2	18386.7	17439.6
A5PLL7	A5PLL7	TM189_HUMAN	TMEM189	Plasmanylethanolamine desaturase	5258.8	5749.61	5926.04	5256.53	6619.46	6332.1	5513.33	6850.58	6331.16	6189.46	5830.53	5675.48	2970.72	4199.95	4378.14	2895.18	4123.33		3592.82	2814.52	4247.14	3221.83	3784.97	3600.1	8163.16	8244.45	8471.4	9241.86	8401.76	9080.29	9474.03	8382.93	7578.89	8640.55	7879.86	8046.17	4921.95	3772.12	4199.24	4194.77	4673.73	3981.15	3582.66	3845.38	4121.47	3948.58	4099.7	5361.85
A5PLN9	A5PLN9	TPC13_HUMAN	TRAPPC13	Trafficking protein particle complex subunit 13	18274	17378.4	15693.1	17809.9	16075.5	17305.7	18232.7	16873.9	19943	20356.6	17927.1	17343.5	20569.4	21677.2	21370.6	20039.1	19505.8	22448.9	21140.7	18902.7	17856.2	19659.5	20056.4	20410.5	15547.1	14797.4	14948.2	14183.4	15048.9	16250.2	15486.1	15758.9	15401.3	13933.2	13737.1	17751.8	25135.8	27037.6	26079.4	25791.1	29744.7	28554.8	28351	27165.8	27490.8	26187.1	27675.4	27738.9
A5YKK6	A5YKK6	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1	108878	108613	109378	110015	108701	108735	106221	108566	109462	106716	106134	105629	107990	108695	110946	105877	104616	107414	104192	106706	110395	109883	110384	113131	112107	110724	107826	110237	109094	110244	108881	112260	107493	108384	108937	107743	108179	109139	108533	109686	106995	105098	106058	105633	109539	112139	109893	112092
A6NCE7;Q9GZQ8	A6NCE7;Q9GZQ8;Q9H492	MLP3B_HUMAN;MP3B2_HUMAN	MAP1LC3B;MAP1LC3B2	Microtubule-associated proteins 1A/1B light chain 3 beta 2	55518.7	55786.4	57053	56542.3	48348.1	52400.1	54381	52583.7	52393.7	49647.1	48324.3	50068.5	117691	110123	109853	116501	115514	123146	113198	120142	111645	103581	114068	110034	51856.6	57966.9	51037.7	57989.7	53541.4	57101.7	57528.5	55312.6	52312	57252.8	55042.2	60518.2	154492	169312	158877	162762	158845	175213	160273	165545	156026	153086	140334	141213
A6NCS6	A6NCS6	CB072_HUMAN	C2orf72	Uncharacterized protein C2orf72	10012	12390.5	11163.6	8801.03	11392.4	11138.1	11298.4	11078.5	10735.2	12235.8	12348.1	11194.2													13254.2	12905.2	12187.1	12800.9	12903.2	11695.7	12617.3	12554.4	11368.4	12827	14709.7	13037.1												
A6ND36	A6ND36	FA83G_HUMAN	FAM83G	Protein FAM83G	10919.6	11079.7	11925.2	11904.6	9086.75	11227.2	9898.71	10049.8	10615	11447.5	12289.4	11638.6									2668.71	1775.5	2134.62	2923.81	11582.2	11243.5	10920.2	12018.9	10934.9	11699.6	11855.9	11493.1	12245.3	11322.3	11823.4	12148.1	1944.73		2264.26	1860.19		2819.5		2696.52	2586.19	2088.52	4727.85	
A6NDB9	A6NDB9	PALM3_HUMAN	PALM3	Paralemmin-3	1421.73	1105.65		1362.26	924.829	1427.23	905.639	893.749	1367.1	1304.08	1421.97	1124.08													585.216	1045.97	1823.62	2002.13	1204.54	1332.8	1310.31	1099.67	1301.11	1582.97	1518.11	1458.56												
A6NDG6	A6NDG6	PGP_HUMAN	PGP	Glycerol-3-phosphate phosphatase	151259	146083	148714	149832	148905	163303	155039	148172	155083	155541	149933	152093	131348	128894	130034	124749	133121	127605	128848	128743	129041	126281	126026	124758	137534	134836	133864	136253	138649	138474	140093	137372	138029	141287	141167	142294	125852	124151	124002	127275	121178	119192	119211	116204	124036	121058	121291	124282
A6NDU8	A6NDU8	CE051_HUMAN	C5orf51	UPF0600 protein C5orf51	22447.2	25776.2	22015.5	22367.5	22791.2	24112.4	23888.7	21683.5	22037.9	22881.3	22087.7	21872.8	33815.8	34329.5	31036.7	30486	31084.9	31446	31282.5	32940.7	34868.3	33196.7	35617.9	35695.7	24272.6	26244.7	23021	24068.3	23323	24596.2	23190.7	24389	22716.1	25998.5	26200.3	25882.9	34355	33921.1	34739	34934.4	34078.1	33312.7	32458.2	34163.7	34818.9	35112.1	35954.4	33771.5
A6NED2	A6NED2	RCCD1_HUMAN	RCCD1	RCC1 domain-containing protein 1	31058.8	28566.3	28790.9	29793.9	27205.6	30101.9	28329.3	25999.6	27340.5	27743.5	26340.8	28387.9	30696.5	29232.6	30470.5	28460.4	31480.3	31039.9	27759.2	31187.2	29539.7	27079.5	31154.8	28499.5	27785.5	27241.7	29167.4	26115.5	30071.9	28323.3	27935.9	27548	27977	27091.4	26592.7	28720.2	28217.2	29082.7	31753.5	27827.3	29420.6	30272.4	29977.6	29435.2	28565.3	29495.5	28583.5	29082.7
A6NER3;O76087;P0CL80;P0CL81;P0CL82;Q13065;Q13069;Q13070;Q4V321;Q4V326	P0CL82;A1L429;P0CL81;Q4V326;P0CL80;O76087;A6NER3;Q13065;Q4V321;A6NDE8;Q13069;Q13070	GAG13_HUMAN;GAG2E_HUMAN;GAGE1_HUMAN;GAGE5_HUMAN;GAGE6_HUMAN;GAGE7_HUMAN;GG12F_HUMAN;GG12G_HUMAN;GG12I_HUMAN;GG12J_HUMAN	GAGE1;GAGE12F;GAGE12G;GAGE12I;GAGE12J;GAGE13;GAGE2E;GAGE5;GAGE6;GAGE7	G antigen 12J													136036	149728	152799	149845	159745	160001	156759	147512	123719	138527	130277	136585													171794	187898	170896	177925	221566	214918	228682	210233	180753	177683	168625	181452
A6NFI3	A6NFI3	ZN316_HUMAN	ZNF316	Zinc finger protein 316	21179.9	21140.9	20871.7	20440.3	21939.8	22231.8	24456.4	23161.4	25329.4	22383.4	21088.6	22595.8	30602	29484.9	27846.8	30384	27118.1	26912.7	25946	25998.4	32261.5	25421.5	32748.2	32808.2	20656.3	20503.4	20496.5	19980.1	21076.3	19954.5	20285.4	19473.1	20928.7	23990	20659.1	23445.3	31536.4	30826.8	32923.3	34189	33518.9	34237.5	31885.8	31463.3	36624.9	34938.7	34199.3	33963
A6NFQ2	A6NFQ2	TCAF2_HUMAN	TCAF2	TRPM8 channel-associated factor 2													33258.2	29229.8	31879.5	32491.8	31636.5	28883.6	30644.4	30381.6	31077.9	33960.9	32738.2	30880.9		8054.97							10524.8		8610.04	7680.42	27882.2	29736.5	29986.3	29981.7	29507.3	29440.9	30201.5	28280.3	30134.3	29803.1	31341.6	30033
A6NGB9	A6NGB9	WIPF3_HUMAN	WIPF3	WAS/WASL-interacting protein family member 3		2690.94	2507.68	2077.72	2232.08	2690.8	1830.21	1484.11	1976.24	2030.79	2336.44	1766.8	4926.96	5153.18	5436.98	5150.03	5716.04	6298.77	5801.41	5652.2	6033.38	5442.35	6028.29	4857.6	2096.48	2338.21	2317.52	2335.56	2187.89	2252.58	2672.64	2490.91	2650.57	2018.69	2091.77	2102.98	5999.26	6157.42	6187.5	6503.2	7506.59	6995.15	7484.14	7209.66	7412.13	6958.09	7152.12	7738.71
A6NHL2	A6NHL2	TBAL3_HUMAN	TUBAL3	Tubulin alpha chain-like 3	30137.6	31514.2	26589.9	34046	31344.1	30860	28716.7	28482.4	13892.3	22788.9	27824	23653.3	52148.9	45789.4	53784.4	40919.2	46442.4	39183.8	49630.8	43089.8	46600.7	45403.1	41966	44637.6	34113.5	30727.2	34712.5	35333.1	34166.7	38334.1	32988.4	34435.7	34901.9	33962.3	35467.9	29830.6	42927.8	46153.2	45708.3	45426.9	48038	50090.1	48896.7	46473.4	44072.2	52894.6	50639.6	49392.6
A6NHR9	A6NHR9	SMHD1_HUMAN	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	41981.2	41710.2	43117.4	41512.5	42649.9	41434.8	42562.3	41881.9	42564.4	42021.7	41880.3	41878.3	112480	112035	111357	109544	109984	108566	108993	108970	110457	110487	111777	111306	41696.5	41968.4	41002.2	40555.5	41340.6	41538.2	41636	41029	41338.9	41131.5	41952	42073.9	114238	112282	113957	114218	109080	110790	109433	112738	112316	109942	113012	113156
A6NHT5	A6NHT5	HMX3_HUMAN	HMX3	Homeobox protein HMX3													11214.8	13825.1	11133.7	13404.9	13154.5	12474.6	12008.1	14352.6	17202	12050.1	15195.5	12975.7													8062.26	8232.21	8019.58	7864.58	8658.19	7710.04	8911.01	8095.28	8204.21	8841.27	9865.85	8417.98
A6NHX0	A6NHX0	CAST2_HUMAN	CASTOR2	Cytosolic arginine sensor for mTORC1 subunit 2	53932.6	54328.3	57198.6	55048.4	51571.3	50255.3	52782.7	50508.6	53484.8	56777.5	57193.5	60852.7	20003.4	15850.5	19035.2	16726.7	18065.4	15806.1	19794.4	18915.3	17649.4	19730.6	18077.5	19476.3	53834	54971.7	53535.7	55468.7	53924.4	51172.5	53458.6	54575.4	53315.4	57349.1	57520.3	54738.1	13468.3	14060.8	13435.8	14800.3	14385.4	15029.9	15727	16510.6	18636.1	16510.2	16851.2	15597.4
A6NI28	A6NI28	RHG42_HUMAN	ARHGAP42	Rho GTPase-activating protein 42		5579.69		5590.86	6244.78		6589.79	4412.44		3796.43		4445.27													4438.2	5300.74	5521.92	4804.54	5167.88	4780.58	4180.85	5421.89	5568.72	5184.67	6440	5198.94												
A6NIH7	A6NIH7;Q13432	U119B_HUMAN	UNC119B	Protein unc-119 homolog B	51759.4	44541.5	47808	44732.2	44088.7	46243.3	45407.1	49201.6	39428.2	39935.2	38153.4	37743.9	46803.1	44271.1	43610.2	49722.8	45309.4	40657.9	46432.8	52241.6	45384	42954	46218.3	44754	48823.7	50566	46125.3	44184.9	47956.5	46816.7	48272.4	47381.4	45496.2	48759.7	45948.8	43867.9	56593.6	57588.6	54597.3	54665.5	55242.7	55887.1	56625.1	53947.7	50015.9	54557.7	52604.7	49990.7
A6NJ78	A6NJ78	MET15_HUMAN	METTL15	12S rRNA N4-methylcytidine (m4C) methyltransferase	19978.5	19963.7	23295.2	20571.3	19458.3	23107.9	20095.3	23290.4	20842.9	20780.1	19990	20683.4	19004.3	21197	21708.6	20907.7	22143.1	23234.5	21778.6	22005.4	20604.3	21176.3	21707.5	22550.2	25364.3	23629	22884.5	23380.1	24883.1	24309.7	23601.4	22636.8	22228.4	21231.8	20521.5	21711.6	26563.5	26248.2	24167	24700.5	26382.3	26364.7	26219.5	26412.1	25408.4	24998.3	26426.7	25884
A6NK58	A6NK58	LIPT2_HUMAN	LIPT2	Putative lipoyltransferase 2, mitochondrial	7298.66		6695.73	4561.06	5465.12	6603.42	6825.37		5613.69		5010.76	5739.52	5435.12	5197.08					5484.05	5945.24	6632.59	4915.01		5529.14		6021.97	5930.92		3970.38	5254.79	4736.49	5742.09	6314	6572.54	6253.77	5767.24	5565		5481.1	4658.01	6952.24		5943.24	2967.14	5378.31	5469.19		
A6NKD2;P0CV98;P0CV99;P0CW00;P0CW01;Q01534	P0CV98;P0CV99;Q01534;P0CW01;A6NKD2;P0CW00	TSPY1_HUMAN;TSPY2_HUMAN;TSPY3_HUMAN;TSPY4_HUMAN;TSPY8_HUMAN;TSPYA_HUMAN	TSPY1;TSPY10;TSPY2;TSPY3;TSPY4;TSPY8	Testis-specific Y-encoded protein 2	12318.5	16675.5	14042.2	15053.9	9507.56	12567.4	14793.8	14018.7	9185.12	12630.4	14330.7	11653.8	11479	14032	12950.8	13788	12640.7	12819.2	11725.3	12495.3	12215.2	13654.2	13436.3	13190.3	13393	12736.2	12907.8	12177.5	11616.7	11160.9	11831.5	11443.8	11458.4	12311	12520.5	11385	13435.9	13477.4	16497.8	13830.9	11098.1		14712.4	15243.3	11752.5	14845	19261.9	14651.1
A6NKD9	A6NKD9	CC85C_HUMAN	CCDC85C	Coiled-coil domain-containing protein 85C	13225.9	12433.1	12842	12341.4	12647.7	11028	11625.5	11570.4	13382.3	11311.8	12732.6	13785.9	10635.8	11378.8	10478.1	10042.4	14256.2	11479.9	13687.7	13585	11228.5	10104	10745.4	11739.1	13499	13716.2	13152	12612.1	11422.9	11684.8	12365.1	11806.1	13832.8	11993.4	14462.3	12379.6	10832.3	10543.7	9012.56	9219.47	14764.9	12130.3	12619.6	13594.9	10555.6	10235.9	10359.5	10511.8
A6NKF1	A6NKF1	SAC31_HUMAN	SAC3D1	SAC3 domain-containing protein 1	9176.31	7992.05	9649.53	10436.6	8269.31	9893.53	9172.92	8142.51	9759.64	9927.93	7480.27	9120.87			2295.45		3056.64	2609.34	3220.55		2341.32	3045.72	2782.37	2260.51	9656.48	9539.6	8977.62	9582.15	9003.05	10335.9	10066.8	8848.32	9513.39	10132.4	9552.05	9973.71	3007.61	2820.34	1931.36	3069.47	2628.18	3113.81	2393.41	3327.35	3200.4	2777.85	2472.96	3519.09
A6NKT7	A6NKT7	RGPD3_HUMAN	RGPD3	RanBP2-like and GRIP domain-containing protein 3	34352.4	34078.3	29495.5	34606.4	33002	34190.7	33188.2	36103.1	33221.4	34030.4	32567.4	38393.8	27118		27230.7	29210.8	22964.4	36314.5	23388.9	23666	30514	30435.6		27299.7	31945.3	33725.2	29146.3					28950.6	31939.9	28252.1	29105.2	28846.6	32954.9	31959.6	31895.4		26697.8			30220.3	32323.8			33285.1
A6NNY8	A6NNY8	UBP27_HUMAN	USP27X	Ubiquitin carboxyl-terminal hydrolase 27	11799.3	11756	11469.3	11953.9	8921.9		13384.5	14737.4	10876.5				13129.2	13077.9	13509.4	8664.86	11701.9	11368.6	11808.3	12018.7	14071.5	12435.4	12506.2	12676	9194.89	10156.6	10905.8	10505.9	9606.84	10461.6	9536.91	11334.5	10913.5	10817.1	10785.8	9221.96	16135.5	13561	13659.3	13058.9	13995.9	13208.5	14513.5	15251.7	14745.4	14989.7	15232.8	14229.3
A6QL63	A6QL63	BTBDB_HUMAN	BTBD11	Ankyrin repeat and BTB/POZ domain-containing protein BTBD11	38435.5	38056.6	39026.4	39488.5	40047.2	38346.6	39188.1	38084.1	37747.8	36589.4	39436.3	38399.6										10600.6		8748.31	40693.4	40535	40330.2	41998.1	37550.6	39599.4	41051.1	39456.7	39074.8	38868.9	37275.4	36437.2										9109.03		1808.83
A6ZKI3	A6ZKI3;Q17RB0	RTL8C_HUMAN	RTL8C	Retrotransposon Gag-like protein 8C	6085.31	5013.23	6283.19	5754.8	6267.83	4425.51	5763.57	5156.96	6117.79	5935.45	5716.34	6453.63	4696.44	3988.12	3856.65	3072.73	3073.93	3192.04	3591.35	4338.32	2492.04	3078.5		3943.83	7980.72	7508.3	7371.88	7757	7216.08	6779.63	7474.96	7610.97	7663.72	7335.69	6726.78	6052.67	6403.23	3507.82	4583.41	3617.16	4581.02	4584.35	3435.38	3329.06	3558.75	4936.83	4102.86	3795.12
A7E2V4	A7E2V4	ZSWM8_HUMAN	ZSWIM8	Zinc finger SWIM domain-containing protein 8	11299	10768.2	10318.9	11728.5	11555	11513.4	10490.1	11870.7	12388.2	10789.3	9959.19	11299.2	13191.2	12237.8	12410.9	13419.8	13087.2	14476.4	14179.7	14356.8	13464.1	14222.3	12623.8	11805.8	13249.5	13093.1	13687.7	13342.1	13225.8	13262.3	13052.1	13455.6	13310.1	14768.1	13639.9	13639	15308.8	15281.1	14797.8	16256.7	15454.6	14523.4	14922.2	14884.2	14145.3	14660.7	15194.6	15377.3
A7MCY6	A7MCY6	TBKB1_HUMAN	TBKBP1	TANK-binding kinase 1-binding protein 1				2000	2538.75								8400	8606.42	7377.07	9518.93	8509.8	7995.85	6816.36	8005.67	7335.48	8746.46	8178.68	7082.39			1368.36		2395.61			2312.69					5525.23	6320.25	6153.73	6450.68	6589.83	6661.67	6838.48	6006.43	5138.13	7164.5	5626.64	5840.03
A8CG34	Q96HA1;Q6PJE2;A8CG34	P121C_HUMAN	POM121C	Nuclear envelope pore membrane protein POM 121C	26864.2	27311.4	27210.3	25995.2	26833.5	25891.1	25835.7	26697.9	29584.4	28669.6	28145.1	27560.6	20402	20453.7	19604.1	19258.8	21412	21183.2	21066.7	20856.6	20238.5	21023.9	19572.4	21727.8	21992.4	22699.3	22295	22299.4	22301.1	21395.8	21820.9	21566.2	23846.8	22515.3	23181.2	23022	16491.8	15708.6	16084.4	15624	18406.4	16918.9	18347.2	17471.9	17272.3	17763.9	16891.2	16551.6
A8K0S8	A6NDR6;Q99687;A8K0S8	ME3L2_HUMAN	MEIS3P2	Putative homeobox protein Meis3-like 2													12364.4	13162		13425.1	14148.4	17105.1	13609.2		12212.4	13488	12132.1		4665.15					7518.09	4084.54					6086.91	18870.8	18611.7	17772.7	15835.5	20331		18228.8		14054.9	16989.1	15585.6	16067.5
A8MPS7	A8MPS7	YDJC_HUMAN	YDJC	Carbohydrate deacetylase		22330			18584.2		17800.1						39679.7	35881.8	38820.5	39114.4	36829.4	38042	39575.6	39578.7	35670.6	34184.3	34817.7	35560.3									4823.42				42892	42753.4	43439.8	42441.2	41437.8	41897.6	43314.5	42135.8	38545.5	40345.8	40505.4	37743.9
A8MT33	A8MT33	SYC1L_HUMAN	SYCE1L	Synaptonemal complex central element protein 1-like		5615.58	4742.12				6957.69		2421.95		5878.74	3757.07	4079.67	5583.94			5211.55	4744.44		3649.68				2795.19		6036.41	4977.34	7699.74	6454.59		5818.76		4618.95					3427.6	3887.35		4189.36	6201.6						
A8MT65	A8MT65	ZN891_HUMAN	ZNF891	Zinc finger protein 891	2665.49		3731.3	3134.38	2994.5	6271.15		4359.35	3489.04	5342.07	3979.02	4735.7								3166.2					3302.74	4286.71	4102.64		4960.59	4464.57	4302.7	4334.74			4262.65					1854.65								
